model,dataset,question_id,signal,n_runs,std_across_runs,range_across_runs
qwen,humaneval,he_0130,basin_score_mean,10,5.851389114294502e-17,0.0
qwen,humaneval,he_0131,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0132,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0133,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0134,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0135,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0136,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0137,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0138,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0139,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0140,basin_score_mean,10,5.851389114294502e-17,0.0
qwen,humaneval,he_0141,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0142,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0143,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0144,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0145,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0146,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0147,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0148,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0149,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0150,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0151,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0152,basin_score_mean,10,5.851389114294502e-17,0.0
qwen,humaneval,he_0153,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0154,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0155,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0156,basin_score_mean,10,2.925694557147251e-17,0.0
qwen,humaneval,he_0157,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0158,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0159,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0160,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0161,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0162,basin_score_mean,10,0.0,0.0
qwen,humaneval,he_0163,basin_score_mean,10,2.925694557147251e-17,0.0
llama,gsm8k,gsm8k_0000,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0001,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0002,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0003,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0004,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0005,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0006,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0007,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0008,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0009,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0010,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0011,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0012,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0013,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0014,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0015,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0016,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0017,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0018,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0019,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0020,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0021,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0022,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0023,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0024,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0025,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0026,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0027,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0028,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0029,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0030,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0031,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0032,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0033,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0034,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0035,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0036,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0037,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0038,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0039,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0040,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0041,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0042,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0043,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0044,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0045,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0046,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0047,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0048,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0049,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0050,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0051,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0052,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0053,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0054,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0055,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0056,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0057,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0058,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0059,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0060,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0061,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0062,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0063,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0064,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0065,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0066,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0067,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0068,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0069,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0070,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0071,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0072,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0073,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0074,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0075,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0076,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0077,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0078,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0079,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0080,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0081,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0082,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0083,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0084,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0085,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0086,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0087,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0088,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0089,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0090,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0091,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0092,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0093,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0094,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0095,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0096,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0097,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0098,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0099,basin_score_std,10,2.925694557147251e-17,0.0
llama,gsm8k,gsm8k_0100,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0101,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0102,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0103,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0104,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0105,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0106,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0107,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0108,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0109,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0110,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0111,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0112,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0113,basin_score_std,10,2.925694557147251e-17,0.0
llama,gsm8k,gsm8k_0114,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0115,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0116,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0117,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0118,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0119,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0120,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0121,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0122,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0123,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0124,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0125,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0126,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0127,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0128,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0129,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0130,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0131,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0132,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0133,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0134,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0135,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0136,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0137,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0138,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0139,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0140,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0141,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0142,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0143,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0144,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0145,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0146,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0147,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0148,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0149,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0150,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0151,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0152,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0153,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0154,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0155,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0156,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0157,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0158,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0159,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0160,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0161,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0162,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0163,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0164,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0165,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0166,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0167,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0168,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0169,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0170,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0171,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0172,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0173,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0174,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0175,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0176,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0177,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0178,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0179,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0180,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0181,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0182,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0183,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0184,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0185,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0186,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0187,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0188,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0189,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0190,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0191,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0192,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0193,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0194,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0195,basin_score_std,10,1.4628472785736255e-17,0.0
llama,gsm8k,gsm8k_0196,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0197,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0198,basin_score_std,10,0.0,0.0
llama,gsm8k,gsm8k_0199,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0000,basin_score_std,10,0.0,0.0
llama,humaneval,he_0001,basin_score_std,10,0.0,0.0
llama,humaneval,he_0002,basin_score_std,10,0.0,0.0
llama,humaneval,he_0003,basin_score_std,10,0.0,0.0
llama,humaneval,he_0004,basin_score_std,10,0.0,0.0
llama,humaneval,he_0005,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0006,basin_score_std,10,0.0,0.0
llama,humaneval,he_0007,basin_score_std,10,0.0,0.0
llama,humaneval,he_0008,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0009,basin_score_std,10,0.0,0.0
llama,humaneval,he_0010,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0011,basin_score_std,10,0.0,0.0
llama,humaneval,he_0012,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0013,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0014,basin_score_std,10,0.0,0.0
llama,humaneval,he_0015,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0016,basin_score_std,10,0.0,0.0
llama,humaneval,he_0017,basin_score_std,10,0.0,0.0
llama,humaneval,he_0018,basin_score_std,10,0.0,0.0
llama,humaneval,he_0019,basin_score_std,10,0.0,0.0
llama,humaneval,he_0020,basin_score_std,10,0.0,0.0
llama,humaneval,he_0021,basin_score_std,10,0.0,0.0
llama,humaneval,he_0022,basin_score_std,10,0.0,0.0
llama,humaneval,he_0023,basin_score_std,10,0.0,0.0
llama,humaneval,he_0024,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0025,basin_score_std,10,0.0,0.0
llama,humaneval,he_0026,basin_score_std,10,0.0,0.0
llama,humaneval,he_0027,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0028,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0029,basin_score_std,10,0.0,0.0
llama,humaneval,he_0030,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0031,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0032,basin_score_std,10,0.0,0.0
llama,humaneval,he_0033,basin_score_std,10,0.0,0.0
llama,humaneval,he_0034,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0035,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0036,basin_score_std,10,0.0,0.0
llama,humaneval,he_0037,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0038,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0039,basin_score_std,10,0.0,0.0
llama,humaneval,he_0040,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0041,basin_score_std,10,0.0,0.0
llama,humaneval,he_0042,basin_score_std,10,0.0,0.0
llama,humaneval,he_0043,basin_score_std,10,0.0,0.0
llama,humaneval,he_0044,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0045,basin_score_std,10,0.0,0.0
llama,humaneval,he_0046,basin_score_std,10,0.0,0.0
llama,humaneval,he_0047,basin_score_std,10,0.0,0.0
llama,humaneval,he_0048,basin_score_std,10,0.0,0.0
llama,humaneval,he_0049,basin_score_std,10,0.0,0.0
llama,humaneval,he_0050,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0051,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0052,basin_score_std,10,0.0,0.0
llama,humaneval,he_0053,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0054,basin_score_std,10,0.0,0.0
llama,humaneval,he_0055,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0056,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0057,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0058,basin_score_std,10,0.0,0.0
llama,humaneval,he_0059,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0060,basin_score_std,10,0.0,0.0
llama,humaneval,he_0061,basin_score_std,10,0.0,0.0
llama,humaneval,he_0062,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0063,basin_score_std,10,0.0,0.0
llama,humaneval,he_0064,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0065,basin_score_std,10,0.0,0.0
llama,humaneval,he_0066,basin_score_std,10,0.0,0.0
llama,humaneval,he_0067,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0068,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0069,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0070,basin_score_std,10,0.0,0.0
llama,humaneval,he_0071,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0072,basin_score_std,10,0.0,0.0
llama,humaneval,he_0073,basin_score_std,10,0.0,0.0
llama,humaneval,he_0074,basin_score_std,10,2.925694557147251e-17,0.0
llama,humaneval,he_0075,basin_score_std,10,0.0,0.0
llama,humaneval,he_0076,basin_score_std,10,0.0,0.0
llama,humaneval,he_0077,basin_score_std,10,0.0,0.0
llama,humaneval,he_0078,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0079,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0080,basin_score_std,10,0.0,0.0
llama,humaneval,he_0081,basin_score_std,10,0.0,0.0
llama,humaneval,he_0082,basin_score_std,10,0.0,0.0
llama,humaneval,he_0083,basin_score_std,10,0.0,0.0
llama,humaneval,he_0084,basin_score_std,10,0.0,0.0
llama,humaneval,he_0085,basin_score_std,10,0.0,0.0
llama,humaneval,he_0086,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0087,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0088,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0089,basin_score_std,10,0.0,0.0
llama,humaneval,he_0090,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0091,basin_score_std,10,0.0,0.0
llama,humaneval,he_0092,basin_score_std,10,0.0,0.0
llama,humaneval,he_0093,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0094,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0095,basin_score_std,10,0.0,0.0
llama,humaneval,he_0096,basin_score_std,10,0.0,0.0
llama,humaneval,he_0097,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0098,basin_score_std,10,0.0,0.0
llama,humaneval,he_0099,basin_score_std,10,0.0,0.0
llama,humaneval,he_0100,basin_score_std,10,0.0,0.0
llama,humaneval,he_0101,basin_score_std,10,0.0,0.0
llama,humaneval,he_0102,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0103,basin_score_std,10,0.0,0.0
llama,humaneval,he_0104,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0105,basin_score_std,10,0.0,0.0
llama,humaneval,he_0106,basin_score_std,10,0.0,0.0
llama,humaneval,he_0107,basin_score_std,10,0.0,0.0
llama,humaneval,he_0108,basin_score_std,10,0.0,0.0
llama,humaneval,he_0109,basin_score_std,10,0.0,0.0
llama,humaneval,he_0110,basin_score_std,10,0.0,0.0
llama,humaneval,he_0111,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0112,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0113,basin_score_std,10,0.0,0.0
llama,humaneval,he_0114,basin_score_std,10,0.0,0.0
llama,humaneval,he_0115,basin_score_std,10,0.0,0.0
llama,humaneval,he_0116,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0117,basin_score_std,10,0.0,0.0
llama,humaneval,he_0118,basin_score_std,10,0.0,0.0
llama,humaneval,he_0119,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0120,basin_score_std,10,0.0,0.0
llama,humaneval,he_0121,basin_score_std,10,0.0,0.0
llama,humaneval,he_0122,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0123,basin_score_std,10,0.0,0.0
llama,humaneval,he_0124,basin_score_std,10,0.0,0.0
llama,humaneval,he_0125,basin_score_std,10,0.0,0.0
llama,humaneval,he_0126,basin_score_std,10,0.0,0.0
llama,humaneval,he_0127,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0128,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0129,basin_score_std,10,0.0,0.0
llama,humaneval,he_0130,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0131,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0132,basin_score_std,10,0.0,0.0
llama,humaneval,he_0133,basin_score_std,10,0.0,0.0
llama,humaneval,he_0134,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0135,basin_score_std,10,0.0,0.0
llama,humaneval,he_0136,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0137,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0138,basin_score_std,10,0.0,0.0
llama,humaneval,he_0139,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0140,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0141,basin_score_std,10,0.0,0.0
llama,humaneval,he_0142,basin_score_std,10,0.0,0.0
llama,humaneval,he_0143,basin_score_std,10,0.0,0.0
llama,humaneval,he_0144,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0145,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0146,basin_score_std,10,0.0,0.0
llama,humaneval,he_0147,basin_score_std,10,0.0,0.0
llama,humaneval,he_0148,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0149,basin_score_std,10,0.0,0.0
llama,humaneval,he_0150,basin_score_std,10,1.4628472785736255e-17,0.0
llama,humaneval,he_0151,basin_score_std,10,0.0,0.0
